fullSpell,desc,count,countStr,countUnit,price,priceStr,priceUnit,border,bubbleDesc,icon,entityId,entityType,id,name,longitude,latitude,imageType,selected
c1111027375868,11.5万(22套),22,22套,套,115091,11.5万,元,"116.41354,39.922608;116.413594,39.921722;116.414833,39.921715;116.414725,39.922649;116.413522,39.922621;116.412188,39.924911;116.411833,39.92507;116.411083,39.92552;116.411312,39.927276;116.411779,39.927297;116.411743,39.929828;116.411779,39.92996;116.41177,39.930126;116.411909,39.930191;116.412686,39.930278;116.412664,39.929908;116.414982,39.930067;116.415956,39.930043;116.415988,39.929929;116.412686,39.929918;116.412646,39.930271;116.412507,39.933442;116.412062,39.933445;116.412049,39.934182;116.412457,39.934196;116.41221,39.938214;116.411559,39.938245;116.411568,39.938418;116.41221,39.938781;116.41248,39.934172;116.412565,39.932674;116.412668,39.930278;116.412677,39.929676;116.412718,39.927266;116.411316,39.927287;116.411069,39.925516;116.412722,39.925741;116.412713,39.925281;116.412242,39.924932",北河沿大街,,1111027375868,resblock,1111027375868,北河沿大街,116.412462,39.927297,30002,False
c1111027377077,14.2万(22套),22,22套,套,141727,14.2万,元,"116.415467,39.946982;116.415431,39.945588;116.416477,39.945443;116.416926,39.94545;116.417115,39.945596;116.417834,39.945609;116.416657,39.945543;116.415413,39.945595;116.415449,39.946328;116.416149,39.946304;116.416127,39.946715;116.417798,39.946688;116.420205,39.946723;116.421472,39.946667;116.422321,39.946712;116.422352,39.946287;116.423232,39.946207;116.422361,39.946522;116.422163,39.946985",交道口东大街,,1111027377077,resblock,1111027377077,交道口东大街,116.41579072608,39.947231112844,30002,False
c1111027379209,4.9万(22套),22,22套,套,48984,4.9万,元,"116.448902,39.864287;116.446603,39.864397;116.446594,39.863851;116.446171,39.863601;116.446216,39.862957;116.448283,39.862881;116.448256,39.863629;116.448884,39.863608",四方景园二区,,1111027379209,resblock,1111027379209,四方景园二区,116.447475,39.863568,30002,False
c1111027380697,13万(22套),22,22套,套,130491,13万,元,"116.382144,39.971005;116.382139,39.970486;116.380473,39.970417;116.380469,39.970721;116.379952,39.970687;116.379903,39.970908",新风北里,,1111027380697,resblock,1111027380697,新风北里,116.381307,39.970874,30002,False
c1111027373684,9.2万(21套),21,21套,套,92169,9.2万,元,"116.43505,39.906213;116.436366,39.906201;116.436438,39.904569;116.436654,39.904527;116.437992,39.904541;116.437992,39.904922;116.438252,39.904909;116.438319,39.903767;116.436797,39.903743;116.436846,39.904006;116.435126,39.903961",东花市北里西区,,1111027373684,resblock,1111027373684,东花市北里西区,116.435236,39.90518,30002,False
c1111027374668,9.7万(21套),21,21套,套,96656,9.7万,元,"116.442762,39.894298;116.444963,39.893726;116.445147,39.893519;116.445282,39.892671;116.445013,39.892661;116.445058,39.892166;116.446854,39.892152;116.446962,39.890415;116.446553,39.890422;116.446504,39.891138;116.444285,39.891166;116.441926,39.891143;116.441881,39.892264",光明楼,,1111027374668,resblock,1111027374668,光明楼,116.4449,39.891482,30002,False
c1111027375053,18.6万(21套),21,21套,套,185780,18.6万,元,"116.37543,39.920258;116.377577,39.92057;116.377576,39.9211;116.376539,39.921259;116.376453,39.921421;116.376697,39.922112;116.376907,39.922694;116.375555,39.922666;116.375622,39.921823",宏汇园小区,,1111027375053,resblock,1111027375053,宏汇园小区,116.377294,39.920914,30002,False
c1111027375202,11.4万(21套),21,21套,套,114162,11.4万,元,"116.431538,39.963466;116.428511,39.963494;116.428519,39.963066;116.429601,39.96308;116.429592,39.962807;116.430748,39.962754;116.430864,39.96189;116.430685,39.961793;116.430622,39.961074;116.430631,39.960265;116.431646,39.960279",和平里六区,,1111027375202,resblock,1111027375202,和平里六区,116.429949,39.963187,30002,False
c1111027375866,5.1万(21套),21,21套,套,50662,5.1万,元,"116.396818,39.865205;116.397617,39.865229;116.397559,39.863921;116.396809,39.863928",宝汇苑,,1111027375866,resblock,1111027375866,宝汇苑,116.397236,39.864463,30002,False
c1111027376307,(21套),21,21套,套,0,,元,"116.448345,39.911194;116.448565,39.911201;116.449517,39.909942;116.450218,39.909942;116.450195,39.909911;116.450204,39.909886;116.450155,39.909855;116.450218,39.909733;116.449086,39.909723;116.449521,39.909935",长安6号,,1111027376307,resblock,1111027376307,长安6号,116.450074,39.9098,30002,False
c1111027376873,14.8万(21套),21,21套,套,147646,14.8万,元,"116.381569,39.933615;116.381821,39.932916;116.382072,39.932564;116.382077,39.931723;116.381807,39.931633;116.381717,39.931205;116.382301,39.931226;116.382409,39.930797;116.383029,39.930804;116.382885,39.931281;116.382759,39.932084;116.383164,39.932153;116.383092,39.932457;116.382831,39.932492;116.382279,39.932564;116.382306,39.933006;116.382602,39.933048;116.382638,39.933708",大拐棒胡同,,1111027376873,resblock,1111027376873,大拐棒胡同,116.382195,39.933353,30002,False
c1111027377390,7.3万(21套),21,21套,套,72866,7.3万,元,"116.422205,39.871493;116.420749,39.871555;116.420255,39.871514;116.420287,39.870413;116.420925,39.870427;116.420938,39.869607;116.422169,39.869645",景泰东里,,1111027377390,resblock,1111027377390,景泰东里,116.421118,39.870943,30002,False
c1111027377932,10.4万(21套),21,21套,套,103691,10.4万,元,"116.447559,39.897308;116.44772,39.896142;116.447783,39.89527;116.448201,39.895284;116.448178,39.895595;116.448129,39.896281;116.448075,39.897322",绿景馨园,,1111027377932,resblock,1111027377932,绿景馨园,116.447756,39.896508,30002,False
c1111027379060,(21套),21,21套,套,0,,元,"116.450346,39.926157;116.449876,39.92498;116.450577,39.924904;116.45071,39.923573;116.448599,39.923622;116.448563,39.925012;116.447646,39.924984;116.447593,39.926195",日坛国际公寓,,1111027379060,resblock,1111027379060,日坛国际公寓,116.44957,39.926007,30002,False
c1111027379727,11.2万(21套),21,21套,套,111538,11.2万,元,"116.44366,39.94564;116.444491,39.945623;116.444459,39.946007;116.445625,39.94599;116.445636,39.944856;116.444298,39.944845;116.444293,39.945167;116.443633,39.945191",十字坡西里,,1111027379727,resblock,1111027379727,十字坡西里,116.444345,39.945375,30002,False
c1111027380696,9.9万(21套),21,21套,套,98736,9.9万,元,"116.44059,39.891991;116.441605,39.893714;116.442171,39.895043;116.441345,39.895112;116.441234,39.895416;116.440722,39.895263;116.439393,39.895201;116.439575,39.894116;116.438991,39.894074;116.439,39.893541;116.438318,39.893161;116.437868,39.893147;116.437976,39.89242;116.438318,39.892462;116.438309,39.893105;116.439036,39.893507;116.439692,39.893534;116.439809,39.892206",幸福北里,,1111027380696,resblock,1111027380696,幸福北里,116.440513,39.893796,30002,False
c1111027381104,11.3万(21套),21,21套,套,112566,11.3万,元,"116.386385,39.910391;116.385549,39.910329;116.384785,39.910371;116.384201,39.910464;116.384138,39.910616;116.384996,39.910637;116.385068,39.910381;116.384745,39.910374;116.384888,39.907458;116.389371,39.907396;116.388895,39.909603;116.388913,39.909686;116.388038,39.909675;116.388456,39.909671;116.388806,39.909754;116.388864,39.910425;116.388976,39.910502;116.390341,39.910623;116.390408,39.910851;116.388994,39.910768;116.38858,39.91073;116.388482,39.910412;116.388055,39.910405;116.387978,39.910775;116.387234,39.910412;116.386757,39.910696",西绒线,,1111027381104,resblock,1111027381104,西绒线,116.386156,39.91037,30002,False
c1111027381347,9.7万(21套),21,21套,套,96731,9.7万,元,"116.410863,39.958013;116.409071,39.958054;116.409066,39.958458;116.410544,39.958451;116.410526,39.959126;116.410917,39.95915;116.410881,39.958645",西营房,,1111027381347,resblock,1111027381347,西营房,116.409688,39.958188,30002,False
c1111027382365,8.1万(21套),21,21套,套,81161,8.1万,元,"116.445282,39.869894;116.44786,39.869866;116.447833,39.869402;116.447456,39.869063;116.447456,39.868482;116.445094,39.868482",紫芳园三区,,1111027382365,resblock,1111027382365,紫芳园三区,116.446483,39.869087,30002,False
c1111027382562,6.1万(21套),21,21套,套,60799,6.1万,元,"116.446467,39.960581;116.448587,39.960747;116.450761,39.960916;116.451152,39.958524;116.450954,39.958455;116.450855,39.959126;116.451035,39.959188;116.450914,39.960003;116.448717,39.95981;116.446512,39.959689",左家庄南里,,1111027382562,resblock,1111027382562,左家庄南里,116.447876,39.960179,30002,False
c1111027382714,18万(21套),21,21套,套,180402,18万,元,"116.381175,39.892654;116.384435,39.892706;116.384341,39.891117;116.381188,39.891052",中信沁园,,1111027382714,resblock,1111027382714,中信沁园,116.384071,39.892118,30002,False
c1120036212552893,9.2万(21套),21,21套,套,91834,9.2万,元,"116.444545,39.946311;116.444644,39.946892;116.446737,39.947438;116.450159,39.947618;116.451093,39.947846;116.45112,39.946401",东直门外大街(...,,1120036212552893,resblock,1120036212552893,东直门外大街(东城）,116.448231,39.947027,30002,False
c1111027373790,4.1万(20套),20,20套,套,40911,4.1万,元,"116.41116,39.86619;116.412409,39.866287;116.412363,39.865374;116.412358,39.865125;116.412332,39.864855;116.412305,39.864693;116.412282,39.864499;116.412283,39.864387;116.411905,39.864461;116.411905,39.864198;116.411905,39.86371;116.411088,39.863691",东木樨园,,1111027373790,resblock,1111027373790,东木樨园,116.411575,39.864756,30002,False
c1111027374075,10.2万(20套),20,20套,套,102495,10.2万,元,"116.432171,39.949951;116.432207,39.948714;116.433267,39.948693;116.433249,39.949924",民安小区东直门...,,1111027374075,resblock,1111027374075,民安小区东直门内北小街,116.432862,39.948968,30002,False
c1111027376551,8.4万(20套),20,20套,套,84263,8.4万,元,"116.408079,39.874788;116.408982,39.874788;116.40903,39.873788;116.408114,39.873792",城市亮点,,1111027376551,resblock,1111027376551,城市亮点,116.408381,39.874173,30002,False
c1111027376862,8.3万(20套),20,20套,套,83361,8.3万,元,"116.442681,39.94637;116.441994,39.946425;116.44163,39.946259;116.441455,39.945685;116.442038,39.945574;116.442403,39.945677;116.4426,39.945706",东方银座,,1111027376862,resblock,1111027376862,东方银座,116.441716,39.946158,30002,False
c1111027378270,4.4万(20套),20,20套,套,44097,4.4万,元,"116.414201,39.863137;116.414205,39.862334;116.413877,39.862307;116.413666,39.861009;116.414852,39.860943;116.414888,39.860441;116.41575,39.860216;116.416792,39.860213;116.41677,39.860663;116.41589,39.860663;116.415872,39.861334;116.414866,39.861351;116.41491,39.862428;116.415153,39.863127",马公庄,,1111027378270,resblock,1111027378270,马公庄,116.414265,39.862338,30002,False
c1111027378878,12万(20套),20,20套,套,119713,12万,元,"116.392192,39.906294;116.392245,39.905824;116.398201,39.906017;116.398152,39.906507;116.396831,39.906801;116.396373,39.906811;116.3964,39.906445",前门西大街,,1111027378878,resblock,1111027378878,前门西大街,116.395569,39.906059,30002,False
c1111027380488,6.8万(20套),20,20套,套,68451,6.8万,元,"116.400315,39.871588;116.401312,39.871605;116.401343,39.870356;116.399511,39.870311;116.399493,39.870976;116.400324,39.870989",望陶园小区,,1111027380488,resblock,1111027380488,望陶园小区,116.400737,39.870957,30002,False
c1111027381260,13.2万(20套),20,20套,套,132157,13.2万,元,"116.380465,39.96003;116.380456,39.959505;116.381071,39.959515;116.381049,39.959135;116.380007,39.959114;116.380052,39.95946;116.378718,39.95937;116.378736,39.958527;116.380038,39.95854;116.380106,39.95881;116.381076,39.958803;116.381098,39.958547;116.38179,39.958565;116.381875,39.958831;116.381278,39.958852;116.381282,39.959491;116.382293,39.959491;116.382185,39.959999",新外大街28号...,,1111027381260,resblock,1111027381260,新外大街28号院,116.38037,39.958917,30002,False
c1111027382420,10.2万(20套),20,20套,套,102283,10.2万,元,"116.433388,39.929586;116.433754,39.929608;116.433756,39.929676;116.433837,39.929725;116.434062,39.929707;116.434078,39.92902;116.435959,39.928961;116.436072,39.92902;116.436087,39.929199;116.436303,39.929209;116.436352,39.928815;116.437273,39.928753;116.437313,39.928891;116.437547,39.928895;116.437578,39.928819;116.437556,39.928698;116.437529,39.928525;116.437304,39.928556;116.437147,39.928601;116.436424,39.928608;116.436361,39.928608;116.436346,39.928768;116.434581,39.928764;116.434599,39.928363;116.434652,39.928353;116.434643,39.928145;116.434127,39.928156;116.434091,39.928934;116.434042,39.928667;116.433316,39.928777;116.433361,39.9294",竹杆胡同,,1111027382420,resblock,1111027382420,竹杆胡同,116.434144,39.928568,30002,False
c1111027374072,9.2万(19套),19,19套,套,92397,9.2万,元,"116.441585,39.955188;116.441899,39.955154;116.441782,39.955009;116.441607,39.954957;116.441621,39.954794;116.441616,39.954393;116.44119,39.954307;116.441243,39.954141;116.441288,39.953992;116.441333,39.95354;116.441226,39.952682;116.441059,39.952575;116.441073,39.952209;116.441005,39.951586;116.441468,39.95159;116.441567,39.951324;116.441553,39.95095;116.441212,39.950739;116.441176,39.950497;116.441136,39.950145;116.441149,39.949754;116.441607,39.949495;116.442021,39.94926;116.441531,39.949291;116.441001,39.949357;116.441104,39.954366;116.441257,39.955043;116.441266,39.955206",东直门北大街,,1111027374072,resblock,1111027374072,东直门北大街,116.441482,39.951341,30002,False
c1111027375656,12.6万(19套),19,19套,套,125943,12.6万,元,"116.414775,39.95765;116.414811,39.957636;116.414811,39.956737;116.414847,39.956751;116.414793,39.956724;116.414793,39.95765;116.418674,39.957207;116.422501,39.957262;116.422447,39.956253;116.415673,39.956668;116.414793,39.956737;116.414775,39.956792;116.414775,39.957608;116.414775,39.957622",安外东河沿,,1111027375656,resblock,1111027375656,安外东河沿,116.417991,39.956806,30002,False
c1111027375933,10.1万(19套),19,19套,套,100718,10.1万,元,"116.442126,39.898143;116.443447,39.898125;116.443308,39.897198;116.44262,39.897247;116.442063,39.897222;116.441978,39.897907;116.442005,39.898167",北京上舍,,1111027375933,resblock,1111027375933,北京上舍,116.442663,39.897543,30002,False
c1111027376899,11.4万(19套),19,19套,套,114222,11.4万,元,"116.413674,39.930195;116.413657,39.930596;116.413225,39.930582;116.413225,39.930195;116.413657,39.930195;116.414663,39.928715;116.414645,39.929154;116.415251,39.929175;116.41522,39.928998;116.415094,39.928763;116.415022,39.928687;116.414681,39.928673;116.413984,39.927141;116.413872,39.928563;116.413297,39.928549;116.41336,39.927128;116.413989,39.927138;116.415866,39.926017;116.415952,39.92656;116.416293,39.926578;116.416522,39.926052;116.415875,39.926017;116.413917,39.925443;116.413427,39.925402;116.413472,39.923272;116.414375,39.923275;116.414218,39.923763;116.413454,39.923732;116.413432,39.925402;116.413436,39.925606;116.413953,39.925596;116.413917,39.925443;116.415875,39.926014;116.413984,39.927138;116.41469,39.928666;116.414663,39.928722;116.413665,39.930181",东皇城根南街,,1111027376899,resblock,1111027376899,东皇城根南街,116.416136,39.926419,30002,False
c1111027377016,(19套),19,19套,套,0,,元,"116.440159,39.92027;116.440648,39.920298;116.440756,39.919668;116.4401,39.919651;116.440154,39.920263",建国门北大街5...,,1111027377016,resblock,1111027377016,建国门北大街5号,116.44044165607,39.920130237385,30002,False
c1111027380577,6.8万(19套),19,19套,套,68110,6.8万,元,"116.443654,39.968839;116.442324,39.967181;116.441857,39.965605;116.446169,39.96566;116.446205,39.967098;116.446241,39.96707",西坝河南里,,1111027380577,resblock,1111027380577,西坝河南里,116.44595911161,39.966290051787,30002,False
c1111027380878,9.7万(19套),19,19套,套,96589,9.7万,元,"116.415737,39.965484;116.415674,39.966494;116.418377,39.966436;116.418548,39.966266;116.419415,39.966291;116.419469,39.966374;116.42056,39.966374;116.420606,39.965547",兴化西里,,1111027380878,resblock,1111027380878,兴化西里,116.417203,39.966191,30002,False
c1111027373750,13.9万(18套),18,18套,套,138700,13.9万,元,"116.387475,39.912474;116.387471,39.910858;116.389007,39.910921;116.388913,39.911121;116.38841,39.911118;116.388392,39.911363;116.388616,39.911391;116.38849,39.911906;116.388356,39.912481",大六部口,,1111027373750,resblock,1111027373750,大六部口,116.387682,39.912013,30002,False
c1111027373953,13.6万(18套),18,18套,套,136205,13.6万,元,"116.386308,39.967255;116.388648,39.967189;116.388679,39.966996;116.388459,39.967027;116.388405,39.967179;116.387386,39.967238;116.387305,39.966456;116.387889,39.966391;116.387916,39.966277;116.386201,39.966193",德外大街乙12...,,1111027373953,resblock,1111027373953,德外大街乙12号院,116.386786,39.966887,30002,False
c1111027374133,4.9万(18套),18,18套,套,49195,4.9万,元,"116.443512,39.863301;116.445201,39.863322;116.445246,39.862241;116.443513,39.862231",方安苑,,1111027374133,resblock,1111027374133,方安苑,116.444313,39.862824,30002,False
c1111027374625,16.4万(18套),18,18套,套,163834,16.4万,元,"116.403277,39.946995;116.403268,39.946813;116.411375,39.946909;116.411334,39.947161;116.411635,39.947189;116.411815,39.946854;116.414748,39.946785;116.414717,39.947428;116.414115,39.947441;116.414088,39.947573;116.413904,39.947566;116.41389,39.947393;116.411945,39.947396;116.411617,39.947718;116.411384,39.947759;116.411011,39.947521;116.410539,39.947511;116.410427,39.947434;116.410153,39.947441;116.41,39.947528;116.403991,39.94741;116.40329,39.947362",鼓楼东大街,,1111027374625,resblock,1111027374625,鼓楼东大街,116.410665,39.947165,30002,False
c1111027374893,5万(18套),18,18套,套,50399,5万,元,"116.447792,39.961587;116.448205,39.961576;116.448107,39.961434;116.447815,39.961421",豪成大厦,,1111027374893,resblock,1111027374893,豪成大厦,116.448003,39.961504,30002,False
c1111027375807,14.6万(18套),18,18套,套,146293,14.6万,元,"116.389248,39.969056;116.390256,39.96908;116.390256,39.967977;116.390278,39.967718;116.389203,39.967622;116.389234,39.9685;116.389198,39.969053",北广家园,,1111027375807,resblock,1111027375807,北广家园,116.390177,39.967981,30002,False
c1111027376504,11.7万(18套),18,18套,套,117206,11.7万,元,"116.43558,39.933107;116.436042,39.933096;116.436101,39.932443;116.435548,39.93245",仓南胡同14号...,,1111027376504,resblock,1111027376504,仓南胡同14号院,116.435822,39.933006,30002,False
c1111027377550,10.6万(18套),18,18套,套,105784,10.6万,元,"116.41771,39.97142;116.417719,39.973162;116.419085,39.973186;116.419085,39.973518;116.42019,39.973511;116.420172,39.973155;116.420985,39.973138;116.42098,39.972578;116.42169,39.972654;116.422179,39.972657;116.42217,39.972288;116.4216,39.972308;116.421555,39.972575;116.420167,39.972561;116.420113,39.971375",建研院,,1111027377550,resblock,1111027377550,建研院,116.419819,39.972909,30002,False
c1111027378391,12.4万(18套),18,18套,套,124367,12.4万,元,"116.414717,39.939586;116.414842,39.937692;116.41389,39.937678;116.413818,39.937207;116.414968,39.93736;116.414348,39.936595;116.414353,39.936263;116.414748,39.936246;116.414815,39.935112;116.414487,39.935077;116.414438,39.934012;116.416315,39.933736;116.41588,39.936896;116.415372,39.9369;116.415184,39.939572",美术馆后街,,1111027378391,resblock,1111027378391,美术馆后街,116.414971,39.934043,30002,False
c1111027378486,5万(18套),18,18套,套,50270,5万,元,"116.439079,39.862895;116.440045,39.862892;116.440085,39.86285;116.440476,39.862847;116.440499,39.863439;116.440427,39.864003;116.441872,39.864052;116.441845,39.864454;116.438751,39.864238",南方庄小区,,1111027378486,resblock,1111027378486,南方庄小区,116.439409,39.863585,30002,False
c1111027378593,5.2万(18套),18,18套,套,51899,5.2万,元,"116.422789,39.863733;116.424621,39.863736;116.424603,39.864256;116.42419,39.864262;116.424199,39.864674;116.424536,39.864705;116.424549,39.865166;116.423022,39.865169;116.423,39.864723;116.422654,39.864723;116.422654,39.864235;116.422789,39.864152",南三环中路15...,,1111027378593,resblock,1111027378593,南三环中路15号院,116.423673,39.864377,30002,False
c1111027378628,9.9万(18套),18,18套,套,99186,9.9万,元,"116.404014,39.883979;116.402846,39.883979;116.402262,39.884207;116.402226,39.884609;116.40206,39.884619;116.402069,39.884861;116.402774,39.884875;116.40272,39.885173;116.401804,39.885187;116.401777,39.885464;116.402932,39.885467;116.402959,39.885214;116.402815,39.885156;116.402828,39.8849;116.403947,39.884941",南纬路2号院,,1111027378628,resblock,1111027378628,南纬路2号院,116.402217,39.884746,30002,False
c1111027378766,9.8万(18套),18,18套,套,98324,9.8万,元,"116.439721,39.89673;116.440619,39.89671;116.440624,39.895416;116.439353,39.895377;116.438689,39.895723;116.43868,39.896117;116.439686,39.896221",培新街乙5号院,,1111027378766,resblock,1111027378766,培新街乙5号院,116.440067,39.895564,30002,False
c1111027380695,14.1万(18套),18,18套,套,140610,14.1万,元,"116.382816,39.971586;116.383943,39.971631;116.383855,39.972014;116.383388,39.972021;116.382925,39.972028;116.382822,39.972342;116.382557,39.972308",新风北街,,1111027380695,resblock,1111027380695,新风北街,116.38318,39.971842,30002,False
c1111027382424,4.7万(18套),18,18套,套,46687,4.7万,元,"116.420705,39.860258;116.416824,39.86023;116.416797,39.861781;116.418854,39.861518;116.41933,39.862549;116.419645,39.862577;116.419869,39.863103;116.42057,39.863047",赵公口小区,,1111027382424,resblock,1111027382424,赵公口小区,116.419327,39.861278,30002,False
c1111027382523,7.6万(18套),18,18套,套,76113,7.6万,元,"116.435607,39.963511;116.435585,39.962982;116.435657,39.961752;116.435329,39.96172;116.435311,39.961326;116.435594,39.961337;116.435819,39.961413;116.437117,39.961444;116.437121,39.960984;116.43788,39.960995;116.437853,39.961606;116.438787,39.961624;116.438769,39.961848;116.437611,39.961921;116.437606,39.962132;116.437485,39.962149;116.437485,39.962381;116.437135,39.96237;116.437112,39.962719;116.437058,39.962795;116.437022,39.963483",砖角楼北里,,1111027382523,resblock,1111027382523,砖角楼北里,116.436842,39.962603,30002,False
c1111063954703,9.9万(18套),18,18套,套,98618,9.9万,元,"116.445403,39.910101;116.445483,39.90934;116.447572,39.909347;116.4475,39.909962;116.447307,39.910094;116.446049,39.910101",中海枫丹公馆,,1111063954703,resblock,1111063954703,中海枫丹公馆,116.44697570801,39.909694671631,30002,False
c1111027374182,6.9万(17套),17,17套,套,68856,6.9万,元,"116.437031,39.874446;116.440121,39.874439;116.440292,39.871906;116.437498,39.871996;116.437139,39.872446;116.437139,39.872591",芳城园二区,,1111027374182,resblock,1111027374182,芳城园二区,116.438765,39.873373,30002,False
c1111027374217,6.7万(17套),17,17套,套,67081,6.7万,元,"116.433019,39.877132;116.436811,39.87683;116.436955,39.874559;116.433177,39.874505",芳古园二区,,1111027374217,resblock,1111027374217,芳古园二区,116.435657,39.875802,30002,False
c1111027374299,5.6万(17套),17,17套,套,56250,5.6万,元,"116.451768,39.873383;116.45069,39.873383;116.450654,39.871763;116.451714,39.871763",芳林苑,,1111027374299,resblock,1111027374299,芳林苑,116.450792,39.871858,30002,False
c1111027374845,8.3万(17套),17,17套,套,82731,8.3万,元,"116.41831,39.875079;116.418355,39.875522;116.418247,39.87672;116.416881,39.876727;116.416926,39.875107",郭庄北里,,1111027374845,resblock,1111027374845,郭庄北里,116.418047,39.876106,30002,False
c1111027375208,11.5万(17套),17,17套,套,114904,11.5万,元,"116.42516,39.965412;116.425196,39.964617;116.426714,39.964606;116.426705,39.965242;116.427303,39.965229;116.427321,39.965052;116.430837,39.965004;116.430846,39.96537",和平里一区,,1111027375208,resblock,1111027375208,和平里一区,116.426526,39.964952,30002,False
c1111027375577,9.9万(17套),17,17套,套,99033,9.9万,元,"116.393892,39.963091;116.395661,39.96326;116.395657,39.963437;116.395581,39.963457;116.395576,39.963641;116.395702,39.963658;116.395711,39.963744;116.395931,39.963775;116.395917,39.963886;116.395688,39.963893;116.395684,39.964038;116.39567,39.964117;116.39541,39.964121;116.395414,39.964909;116.39567,39.964909;116.395652,39.965165;116.394889,39.965154;116.394893,39.964871;116.395392,39.964885;116.395387,39.964128;116.395275,39.964041;116.394206,39.963931;116.394193,39.963765;116.393833,39.963758",安德里北街25...,,1111027375577,resblock,1111027375577,安德里北街25号院,116.394978,39.963326,30002,False
c1111027375590,9.2万(17套),17,17套,套,91673,9.2万,元,"116.441239,39.899363;116.441243,39.898668;116.439811,39.89865;116.439834,39.898473;116.440813,39.89847;116.441321,39.897964;116.441967,39.897961;116.441985,39.898464;116.443826,39.898747;116.443899,39.898778;116.444838,39.898653;116.443477,39.897698;116.443948,39.897345;116.44561,39.898753;116.444775,39.898968;116.443893,39.898803;116.441998,39.898464;116.442043,39.899353;116.441598,39.899349",安化北里,,1111027375590,resblock,1111027375590,安化北里,116.441608,39.898639,30002,False
c1111027375911,15.2万(17套),17,17套,套,151898,15.2万,元,"116.380707,39.957154;116.380698,39.958485;116.381826,39.958492;116.381821,39.958133;116.381695,39.95756;116.381502,39.957394;116.381506,39.9572",冰窖口胡同73...,,1111027375911,resblock,1111027375911,冰窖口胡同73号院,116.380913,39.957397,30002,False
c1111027376353,9.3万(17套),17,17套,套,92753,9.3万,元,"116.445711,39.949299;116.44655,39.949285;116.446762,39.949237;116.446811,39.949077;116.446789,39.94867;116.447476,39.948652;116.447548,39.948469;116.447534,39.948134;116.447036,39.948168;116.446744,39.94812;116.446285,39.94813;116.44576,39.948075",察慈小区,,1111027376353,resblock,1111027376353,察慈小区,116.446448,39.948327,30002,False
c1111027377234,7.8万(17套),17,17套,套,78156,7.8万,元,"116.446899,39.934592;116.447753,39.934482;116.44936,39.934537;116.449504,39.936107;116.450169,39.936093;116.450151,39.936771;116.448274,39.936757;116.446917,39.936847",聚龙花园,,1111027377234,resblock,1111027377234,聚龙花园,116.447923,39.934558,30002,False
c1111027377942,4.9万(17套),17,17套,套,49070,4.9万,元,"116.427616,39.868323;116.424612,39.868336;116.424684,39.86736;116.426202,39.865983;116.426121,39.867353;116.426957,39.867284;116.427127,39.867361;116.427648,39.867403",刘家窑东里,,1111027377942,resblock,1111027377942,刘家窑东里,116.426617,39.867648,30002,False
c1111027378582,4.4万(17套),17,17套,套,44066,4.4万,元,"116.429081,39.862712;116.429414,39.862597;116.429472,39.862726;116.429867,39.863079;116.430105,39.8632;116.430482,39.863017;116.43151,39.862993;116.43152,39.863497;116.431722,39.863397;116.431996,39.863404;116.432046,39.863653;116.43263,39.863681;116.432791,39.863781;116.432836,39.863515;116.433137,39.863532;116.433173,39.864121;116.431673,39.863937;116.430388,39.863691;116.429813,39.863511",南三环东路,,1111027378582,resblock,1111027378582,南三环东路,116.429583,39.862886,30002,False
c1111027378722,5.3万(17套),17,17套,套,53310,5.3万,元,"116.426903,39.877113;116.423148,39.876996;116.423193,39.875895;116.427038,39.875944",蒲黄榆二里,,1111027378722,resblock,1111027378722,蒲黄榆二里,116.425084,39.876522,30002,False
c1111027378887,10.2万(17套),17,17套,套,101738,10.2万,元,"116.411937,39.963556;116.411873,39.964144;116.411429,39.964162;116.41142,39.96468;116.4119,39.964663;116.412022,39.963975;116.412575,39.963977;116.412566,39.964392;116.413347,39.964385;116.413329,39.965277;116.410796,39.965118;116.410904,39.964164;116.410302,39.964157;116.410293,39.963577",青年湖北里,,1111027378887,resblock,1111027378887,青年湖北里,116.411359,39.964549,30002,False
c1111027379462,10万(17套),17,17套,套,100214,10万,元,"116.412987,39.957885;116.411245,39.957909;116.411173,39.959551;116.411182,39.959906;116.411138,39.960348;116.41221,39.960332;116.412228,39.95999;116.413046,39.960024",上龙西里,,1111027379462,resblock,1111027379462,上龙西里,116.412788,39.958761,30002,False
c1111027380887,10.5万(17套),17,17套,套,104868,10.5万,元,"116.409233,39.957887;116.40917,39.956221;116.410158,39.956131;116.413356,39.956643;116.414039,39.956733;116.414345,39.957051;116.414291,39.957818",安外西河沿,,1111027380887,resblock,1111027380887,安外西河沿,116.41416,39.957669,30002,False
c1111027381524,7.5万(17套),17,17套,套,74542,7.5万,元,"116.444366,39.924004;116.447492,39.92399;116.447482,39.923856;116.446395,39.923846;116.446252,39.923773;116.446153,39.923586;116.446207,39.922586;116.445588,39.922579;116.445619,39.92234;116.445048,39.922359;116.444976,39.92286;116.444432,39.922912",雅宝里社区,,1111027381524,resblock,1111027381524,雅宝里社区,116.445381,39.92346,30002,False
c1111027381931,14.8万(17套),17,17套,套,148263,14.8万,元,"116.388653,39.884906;116.393603,39.885156;116.393576,39.884263;116.392022,39.884346;116.391842,39.882803;116.390333,39.882789;116.389219,39.883245;116.388635,39.884166",一瓶,,1111027381931,resblock,1111027381931,一瓶,116.390911,39.884464,30002,False
